,MP ID,Breed,Gender,Age (years),KIT Pattern,KIT 11,Ki67,AgNOR,AgNOR x Ki67,Slides,Kiupel,Patnaik,Lage,Scanned ,QF,Age (y),Validated,HE- Scanned ,Annotated,Für Kit 11-Gruppe,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
45,MP-20-0008897 ,Boston Terrier,Fs,,2,pos,31,3.0,93.0,5,High,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MP-20-0008886 ,Mixed ,Fs,,2,pos,40,3.0,120.0,4,High,2.0,,,,6,sc,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MP-20-0008774,?,?,,2,pos,62,3.5,217.6,4,Low,2.0,,,,?,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MP-20-0003427 ,Rat Terrier,F,,2,pos,45,2.0,90.0,4,High,2.0,,,,10,,x,Als 8427 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MP-20-0002232 ,Labrador,Mc,,2,pos,48,1.9,91.2,4,Low,2.0,,,,13,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MP-20-0002151,Papillon,Mc,,2,pos,7,2.0,14.0,4,High,2.0,,,,13,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MP-20-0002148 ,?,F,,2,pos,20,1.6,32.0,4,Low,2.0,,,,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MP-20-0002127,Schnauzer ,Mc,,2,pos,60,2.5,150.0,4,High,2.0,,,,11,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MP-20-0002081 ,Vizsla,Mc,,2,pos,55,3.9,214.5,4,High,3.0,,,,12,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MP-20-0002008,Golden Retriever,M,,1,pos,6,2.1,12.6,4,Low,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MP-20-0001931,Boxer,?,,2,pos,80,2.8,224.0,4,High,2.0,,,,4,,x,Als 1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MP-19-0010139 ,Mixed ,Mc,,2,pos,80,1.9,152.0,4,High,2.0,,,,10,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MP-19-0010011 ,Labrador ,M,,2,pos,156,2.5,390.0,4,High,2.0,,,,11,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,MP-19-0008555 ,Boston Terrier,Mc,,2,pos,89,2.0,178.0,4,High,2.0,,,,11,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,MP-19-0008554-3 ,French Bulldog,Fs,,2,pos,8,1.7,13.6,4,Low,2.0,,,,13,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,MP-19-0008528,Boxer,Mc,,2,pos,23,1.5,34.5,4,High,3.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,MP-19-0008491 ,Bulldog ,F,,2,pos,28,2.4,67.2,4,High,3.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,MP-19-0008488 ,Golden Retriever,M,,2,pos,28,2.0,56.0,4,High,2.0,,,,12,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,MP-19-0008089,?,?,,2,pos,27,2.7,72.9,4,High,2.0,,,,?,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,MP-19-0004473 ,?,Fs,,2,pos,122,2.2,268.4,4,High,3.0,,,,7,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,MP-19-0004383 ,Labrador ,Fs,,2,pos,38,1.8,68.4,4,Low,1.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,MP-19-0004249 ,Golden Retriever,Fs,,2,pos,7,2.3,16.1,4,Low,1.0,,,,7 Mo,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,MP-19-0004225,Mixed ,Mc,,2,pos,75,1.8,135.0,4,High,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,MP-19-0003150 ,Mixed ,Fs,,2,pos,10,2.0,20.0,4,High,2.0,,,,12,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,MP-19-0003131 ,Pointer,F,,2,pos,15,2.3,34.5,4,Low,2.0,,,,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,MP-19-0003121 ,?,?,,2,pos,24,1.8,43.2,4,High,2.0,,,,?,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,MP-19-0003064,?,?,,3,pos,48,2.0,96.0,4,High,2.0,,,,?,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,MP-19-0003057,Mixed ,Fs,,2,pos,66,2.3,151.8,4,Low,2.0,,,,13,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,MP-19-0003037,?,F,,2,pos,11,2.1,23.1,4,Low,2.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,MP-18-0015783,Shih Tzu,Mc,,2,pos,8,2.0,16.0,4,High,2.0,,,,7,sc,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,MP-18-0013101 ,Labrador ,Mc,,2,pos,84,2.3,193.2,4,High,3.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,MP-18-0012961,?,Fs,,2,pos,13,1.4,18.2,4,High,2.0,,,,11,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,MP-18-0012930 ,Bulldog,Mc,,2,pos,6,1.3,7.8,4,High,2.0,,,,5,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,MP-18-0007672 ,?,?,,2,pos,75,2.5,187.5,4,High,3.0,,,,?,sc,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,MP-18-0007606,Maltese ,Mc,,2,pos,41,1.9,77.9,4,High,2.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PM-18-0007540,Labrador,Fs,,2,pos,74,2.3,170.2,4,High,3.0,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,MP-18-0007528,?,?,,2,pos,38,2.5,95.0,4,High,2.0,,,,?,sc,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MP-18-0007443 ,Poodle,Mc,,2,pos,17,1.9,32.3,4,High,3.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,MP-18-0006977,Labrador ,Mc,,2,pos,7,1.2,8.2,4,Low,2.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,MP-18-0005024,?,M,,2,pos,45,3.2,144.0,4,High,3.0,,,,5,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,MP-18-0003955,Labrador ,Fs,,2,pos,25,1.9,47.5,4,High,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,MP-18-0003823 ,Mixed ,Mc,,2,pos,56,4.0,224.0,4,High,2.0,,,,4,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,MP-18-0003794 ,Chihuahua,Mc,,2,pos,7,1.7,11.9,4,Low,2.0,,,,10,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,MP-18-0003739 ,?,M,,2,pos,18,2.3,41.4,4,Low,2.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,MP-18-0003642 ,?,Mc,,2,pos,43,3.1,133.3,4,High,3.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,MP-18-0002484,?,Fs,,2,pos,62,2.0,124.0,4,High,3.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,MP-18-0002437 ,Mixed ,Fs,,2,pos,21,1.5,31.5,4,High,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,MP-18-0002364,Mixed ,Mc,,2,pos,66,2.8,184.8,5,High,3.0,,,,7,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,MP-18-0001140 ,?,Fs,,2,pos,47,2.8,181.8,4,High,2.0,,,,9,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,MP-18-0000802,Labrador ,Mc,,2,pos,16,1.5,24.0,4,Low,2.0,,,,7 Mo,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,MP-17-0014076,Golden Retriever,Fs,,2,pos,9,2.3,20.7,4,High,3.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,MP-17-0014072 ,Labrador ,F,,2,pos,32,3.0,96.0,4,High,3.0,,,,11,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,MP-17-0014039,"Poodle, Toy",Fs,,2,pos,42,2.0,84.0,4,Low,2.0,,,,7,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,MP-17-0013882,Bullmastiff,Fs,,2,pos,24,2.6,62.4,4,Low,2.0,,,,6,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,MP-17-0003378,Labrador ,M,,2,pos,55,2.0,110.0,4,High,2.0,,,,8,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,MP-17-0003344,Mixed ,Fs,,2,pos,64,2.1,134.4,4,Low,2.0,,,,7,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MP-21-0011136,Mixed ,Fs,11,2.0,neg,35.0,2.3,80.5,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MP-21-0011075,Mixed ,Mc,13,2.0,neg,125.0,2.9,362.5,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MP-21-0010170,?,Fs,6,3.0,neg,37.6,2.17,81.47,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MP-21-0009626,Great dane,Fs,4,3.0,neg,20.6,3.03,62.49,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,MP-21-0009505,?,Mc,10,2.0,neg,11.8,1.73,20.45,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,MP-21-0007976,?,Mc,9,2.0,neg,32.0,3,95.1,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,MP-21-0006773,Labrador,Fs,10,2.0,neg,9.0,1.6,14.4,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,MP-21-0005848,Mixed ,Fs,?,2.0,neg,4.2,2.27,9.53,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,MP-21-0004978,Labrador ,Mc,13,2.0,neg,75.0,3.5,259.4,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,MP-21-0004248,American Pit Bull,Mc,7,2.0,neg,70.0,2.9,202.7,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MP-21-0001185,French Bulldog,Fs,7,2.0,neg,54.0,3.6,194.4,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,MP-21-0000331,English Setter,Mc,7,1.0,neg,4.8,1.83,8.8,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,IH-21-0000148,Keeshond,M,11,1.0,neg,15.0,2,29.6,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,MP-21-0000027,?,Fs,7,2.0,neg,35.0,3,103.4,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,MP-21-0000007,?,?,?,2.0,neg,60.0,2.8,168.2,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MP-20-0015824,Labrador,Mc,10,2.0,neg,80.0,3.3,264.6,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MP-20-0015656,Beagle,Mc,11,2.0,neg,12.8,3.43,43.95,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MP-20-0015095,Labrador,Mc,11,2.0,neg,28.0,3,84.0,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,MP-20-0014623,?,Fs,6,3.0,neg,25.8,2.13,54.95,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,MP-20-0014231,Golden Retriever,Mc,9,2.0,neg,11.0,1.7,18.7,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MP-20-0008547,Puf,Fs,10,2.0,neg,38.0,4.2,159.6,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,MP-20-0007011,Basenji,Mc,6,2.0,neg,56.0,3.1,175.6,4.0,High,3,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MP-20-0006950,Schnauzer,Mc,11,2.0,neg,40.0,2.6,104.0,4.0,High,3,,,Als 9650_H3 !!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MP-19-0006552,Mixed ,Fs,10,2.0,neg,18.0,2.2,39.6,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MP-19-0006379,?,Fs,7,2.0,neg,30.0,2.5,75.0,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MP-19-0005093,Mixed ,Fs,?,1.0,neg,26.0,2.7,70.2,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,MP-19-0005081,Maltese Dog,Mc,9,1.0,neg,24.2,2.64,63.88,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MP-18-0012909,Vizsla,F,12,2.0,neg,56.0,3.3,184.8,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MP-17-0003345,Mixed ,Fs,4,2.0,neg,66.0,2.7,178.2,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,MP-17-0003290-3,Labrador Retriever,Fs,14,2.0,neg,57.0,3,171.0,4.0,High,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,MP-21-0012908,Greyhound ,Fs,10,2.0,neg,9.0,2.6,23.4,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MP-21-0009863,?,Fs,9,2.0,neg,19.0,1.9,39.1,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MP-21-0009819,Labrador,Mc,5,2.0,neg,28.2,3.23,91.18,4.0,High,.,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MP-21-0009735,Yorkshire Terrier,Fs,11,2.0,neg,27.0,2.67,72.09,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MP-21-0009231,Pug,Mc,9,2.0,neg,60.0,3.4,202.1,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MP-21-0009224,Pug,Fs,9,2.0,neg,27.0,3.4,91.3,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,MP-21-0007965,Mixed,Mc,3,2.0,neg,36.0,3,108.0,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,MP-21-0007880,?,M,7,2.0,neg,34.0,3,100.6,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,MP-21-0007879,?,Fs,11,2.0,neg,80.0,2.9,228.6,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,MP-21-0006784,Labrador,Fs,6,2.0,neg,23.8,3.33,79.33,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MP-21-0006327,?,?,?,2.0,neg,40.0,3,121.7,4.0,.,.,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MP-21-0006282,Labrador ,M,8,2.0,neg,46.0,2.9,134.2,4.0,.,.,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MP-21-0005647,American Pit Bull ,Mc,5,2.0,neg,16.8,1.67,28.0,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MP-21-0005469,Mixed,Fs,0.5,2.0,neg,12.6,2.5,31.5,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MP-21-0004091,Mixed,F,10,2.0,neg,35.0,3,106.1,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MP-21-0002655,French Bulldog,Mc,5,2.0,neg,32.0,2.8,89.6,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MP-21-0001156,Mixed,Mc,13,3.0,neg,31.0,2.4,74.4,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MP-20-0015825,American Pit Bull,Fs,4,2.0,neg,36.0,2.9,104.0,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MP-20-0011679,?,M,10,1.0,neg,3.0,1.8,5.4,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MP-20-0011453,?,Mc,8,2.0,neg,32.0,3,97.4,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MP-20-0009515,Mixed,Fs,12,2.0,neg,21.0,2.8,58.8,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MP-20-0008559,Mixed,Fs,12,2.0,neg,65.0,1.4,91.0,4.0,.,.,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MP-20-0008507,Mixed,Fs,10,2.0,neg,34.0,3.9,132.6,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MP-20-0007025,Mixed,Fs,5,2.0,neg,36.0,2.4,86.4,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MP-19-0013660,Shih Tzu,Mc,10,2.0,neg,27.0,3.7,99.9,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MP-19-0006378,Staffordshire Terrier,Fs,4,2.0,neg,24.0,2.3,55.2,4.0,High,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MP-19-0006066,Shiba Inu,Fs,11,2.0,neg,27.0,2.9,78.3,4.0,High,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MP-21-0010227,Mixed ,Fs,11,2.0,neg,21.4,3.1,66.34,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,MP-21-0009981,Labrador ,M,6,2.0,neg,17.0,2.4,40.8,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,MP-21-0009967,Pug,Mc,8,3.0,neg,27.0,1.83,49.41,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,MP-21-0009909,Boston Terrier,Fs,8,2.0,neg,15.2,1.4,21.28,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,MP-21-0009862,?,Fs,9,2.0,neg,14.2,2.37,33.65,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,MP-21-0009827,Mixed,Mc,10,2.0,neg,12.8,1.63,20.91,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,MP-21-0009826,Boxer,Fs,4,2.0,neg,42.8,2.23,95.59,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,MP-21-0009625,Mixed,Mc,7,2.0,neg,12.8,1.67,21.33,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,MP-21-0009585,Bernese Mountain Dog,Mc,8,2.0,neg,6.2,1.5,9.3,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,MP-21-0009359,Cocker Spaniel,Fs,11,1.0,neg,10.0,1.9,19.3,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,MP-21-0009358,Rotweiler,Fs,7,1.0,neg,3.0,1.9,5.6,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,MP-21-0009356,Chihuahua,Fs,10,1.0,neg,6.0,1.8,10.5,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,MP-21-0009275,?,Fs,5,1.0,neg,16.0,2,32.0,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,MP-21-0009273,Boxer,Mc,?,1.0,neg,13.0,1.6,20.9,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,MP-21-0009241,Mixed,Fs,3,1.0,neg,12.0,1.8,22.0,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,MP-21-0009131,?,Fs,5,1.0,neg,9.0,1.9,17.4,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,MP-21-0009130,Chow Chow,Mc,11,1.0,neg,17.0,2.1,35.4,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,MP-21-0009128,?,Mc,12,1.0,neg,8.0,1.8,14.2,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,MP-21-0009127,Labrador,Mc,6,2.0,neg,20.0,2.9,86.6,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,MP-21-0009126,Golden retriver,Mc,3,1.0,neg,16.0,2.1,34.4,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,MP-21-0009116,?,Mc,10,1.0,neg,8.0,1.9,15.1,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,MP-21-0009114,?,Fs,5,1.0,neg,15.0,2.2,32.7,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,MP-21-0009067,Pug,Mc,7,1.0,neg,3.2,1.7,5.44,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,MP-21-0009066,Boston Terrier,Mc,8,2.0,neg,4.2,2.43,10.2,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,MP-21-0008905,Labrador,Fs,9,1.0,neg,2.0,1.53,3.07,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,MP-21-0008131,Mixed,Fs,7,1.0,neg,12.0,1.7,19.9,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,MP-21-0008119,Dachshund,Fs,11,1.0,neg,8.0,1.8,14.6,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,MP-21-0008074,Pug,Mc,11,2.0,neg,60.0,4,241.7,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,MP-21-0008030,Boxer,M,5,1.0,neg,10.0,1.8,17.8,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,MP-21-0007959,Boston Terrier,Fs,6,1.0,neg,9.0,1.6,14.4,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,MP-21-0006817,?,Mc,3,1.0,neg,6.4,1.73,11.09,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,MP-21-0006746,Cocker Spaniel,Fs,10,1.0,neg,6.0,2.07,12.4,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,MP-21-0006162,American Staffordshire,Fs,10,1.0,neg,15.0,1.9,29.1,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,MP-21-0006159,Golden Retriever,Mc,2,1.0,neg,14.0,2.1,29.8,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,MP-21-0006156,Mixed,Mc,5,1.0,neg,10.0,2.2,22.1,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,MP-21-0007891,?,?,?,2.0,neg,45.0,3.2,142.1,4.0,Low,2,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,MP-21-0012057,Labrador ,Mc,9,2.0,neg,6.0,1.8,10.8,4.0,Low,1,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,MP-21-0008075,?,M,12,1.0,neg,12.0,1.4,16.5,4.0,Low,1,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,MP-21-0005617,Pug,M,4,2.0,neg,1.8,1.43,2.58,4.0,Low,1,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,H3,30,4 sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,H2,27,1 sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,L2,36,4 sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,L1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,summe,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
